,student_id,student_name,States,Test_center,MATH,SCIENCE,PHYSICS,CHEMISTRY,BIOLOGY,TOTAL,PERCENTAGE
1953,11954,Dal Seth,Bihar,kolkata,56,59,90,88,63,356,71.2
1954,11955,Roshni Kumari,Tamil Nadu,Chennai,48,78,84,97,38,345,69.0
1955,11956,Mihir Yadav,Punjab,Agra,33,35,55,52,97,272,54.4
1956,11957,Karam Seth,Chhattisgarh,Hyderabad,98,76,84,46,96,400,80.0
1957,11958,Om Pandit,Uttarakhand,Delhi,48,100,93,90,54,385,77.0
1958,11959,Dil Vishwakarma,Uttar Pradesh,Delhi,90,30,47,76,50,293,58.6
1959,11960,Saritha Pandey,Kerala,Chennai,35,80,65,39,94,313,62.6
1960,11961,Shivani Divedi,Madhya Pradesh,Mumbai,78,69,82,96,90,415,83.0
1961,11962,Kishan Pandit,Uttar Pradesh,Delhi,74,47,89,81,31,322,64.4
1962,11963,Rahul Tiwari,Bihar,kolkata,59,65,32,31,51,238,47.6
1963,11964,Mony Vishwakarma,Uttarakhand,Delhi,48,43,90,54,72,307,61.4
1964,11965,Krishan Srivastav,Chhattisgarh,Hyderabad,85,74,56,43,55,313,62.6
1965,11966,Dharam Singh,Telangana,Aasam,64,99,62,67,81,373,74.6
1966,11967,Khushi Triphati,Punjab,Agra,78,34,94,30,78,314,62.8
1967,11968,Jyoti Gupta,Nagaland,Aasam,81,63,95,91,76,406,81.2
1968,11969,Rupesh Srivastav,Sikkim,Aasam,48,83,44,57,90,322,64.4
1969,11970,Gopal Divedi,Meghalaya,Aasam,70,40,31,44,61,246,49.2
1970,11971,Karan Rai,Goa,Banglore,43,33,30,99,34,239,47.8
1971,11972,Neha Yadav,Arunachal Pradesh,Aasam,100,48,52,66,55,321,64.2
1972,11973,Parul Gupta,Haryana,Delhi,86,76,65,77,50,354,70.8
1973,11974,Suryansh Rajput,Uttarakhand,Delhi,71,74,44,46,42,277,55.4
1974,11975,Sachin Divedi,Gujarat,Agra,80,42,65,59,54,300,60.0
1975,11976,Pradhi Srivastav,Kerala,Chennai,49,69,67,81,62,328,65.6
1976,11977,Abhinav Vishwakarma,Tamil Nadu,Chennai,97,32,82,89,59,359,71.8
1977,11978,Rahul Triphati,Mizoram,Aasam,41,89,31,97,70,328,65.6
1978,11979,Yogesh Divedi,West Bengal,kolkata,90,87,82,91,41,391,78.2
1979,11980,Sherya Maurya,Odisha,Hyderabad,54,36,37,68,48,243,48.6
1980,11981,Radha Thakur,Punjab,Agra,50,47,45,91,40,273,54.6
1981,11982,Dharam Sonkar,Uttar Pradesh,Delhi,84,33,62,68,94,341,68.2
1982,11983,Samraat Pandey,Nagaland,Aasam,69,51,84,75,52,331,66.2
1983,11984,Ankit Pandey,Haryana,Delhi,97,55,84,58,85,379,75.8
1984,11985,Ankit Thakur,Arunachal Pradesh,Aasam,44,32,69,69,47,261,52.2
1985,11986,Tejas Rai,Nagaland,Aasam,36,75,52,79,61,303,60.6
1986,11987,Kamini Kumar,Goa,Banglore,47,100,39,99,39,324,64.8
1987,11988,Saritha Singh,Tripura,Aasam,96,76,73,97,72,414,82.8
1988,11989,Devu Rai,Karnataka,Banglore,65,44,33,48,86,276,55.2
1989,11990,Savita Tiwari,Tripura,Aasam,67,86,33,62,49,297,59.4
1990,11991,Anshika Kumar,Haryana,Delhi,34,64,37,72,31,238,47.6
1991,11992,Nav Thakur,Nagaland,Aasam,85,73,54,81,41,334,66.8
1992,11993,Rahul Singh,Jharkhand,kolkata,43,69,43,75,66,296,59.2
1993,11994,Vaibhav Maurrya,Tripura,Aasam,64,46,52,46,62,270,54.0
1994,11995,Sandesh Srivastav,Jharkhand,kolkata,30,46,98,87,40,301,60.2
1995,11996,Hari Singh,Maharashtra,Mumbai,95,40,39,59,94,327,65.4
1996,11997,Ridhima Divedi,Andhra Pradesh,Hyderabad,36,57,88,60,44,285,57.0
1997,11998,Nagaraju Maurrya,Sikkim,Aasam,76,47,59,30,81,293,58.6
1998,11999,Priyanshee Rao,Bihar,kolkata,85,71,81,96,90,423,84.6
1999,12000,Devang Rao,Nagaland,Aasam,86,86,93,56,35,356,71.2
2000,12001,Har Srivastav,Himachal Pradesh,kolkata,73,70,79,88,88,398,79.6
2001,12002,Shivani Sonkar,Goa,Banglore,45,33,32,92,42,244,48.8
2002,12003,Sanjana Devi,Gujarat,Agra,57,58,75,81,68,339,67.8
2003,12004,Radha Srivastav,Goa,Banglore,93,69,68,37,96,363,72.6
2004,12005,Rohit Thakur,Gujarat,Agra,61,39,97,54,47,298,59.6
2005,12006,Ashish Pratap,Sikkim,Aasam,45,35,33,76,100,289,57.8
2006,12007,Ananya Maurya,Madhya Pradesh,Mumbai,54,88,42,93,43,320,64.0
2007,12008,Mahendra Srivastav,Gujarat,Agra,46,89,80,90,62,367,73.4
2008,12009,Ananya Rao,Uttar Pradesh,Delhi,74,67,87,98,69,395,79.0
2009,12010,Aman Pandey,Himachal Pradesh,kolkata,67,57,80,72,100,376,75.2
2010,12011,Gayatri Divedi,Uttarakhand,Delhi,70,81,96,65,58,370,74.0
2011,12012,Ranjit Pratap,Nagaland,Aasam,59,31,81,50,87,308,61.6
2012,12013,Kishan Devi,Punjab,Agra,36,61,93,39,78,307,61.4
2013,12014,Pragati Rajput,Uttarakhand,Delhi,75,55,65,76,48,319,63.8
2014,12015,Devang Maurrya,Gujarat,Agra,60,70,43,70,64,307,61.4
2015,12016,Prathamesh Gupta,Himachal Pradesh,kolkata,92,37,86,64,35,314,62.8
2016,12017,Saritha Thakur,Punjab,Agra,100,46,36,73,88,343,68.6
2017,12018,Anmol Pandit,Jharkhand,kolkata,38,71,73,83,61,326,65.2
2018,12019,Priya Divedi,Madhya Pradesh,Mumbai,93,63,85,68,92,401,80.2
2019,12020,Siwangi Gupta,Andhra Pradesh,Hyderabad,63,34,37,47,86,267,53.4
2020,12021,Puspha Srivastav,West Bengal,kolkata,73,100,32,31,42,278,55.6
2021,12022,Ankit Rai,Madhya Pradesh,Mumbai,51,66,86,30,55,288,57.6
2022,12023,Ganesh Yadav,Odisha,Hyderabad,42,37,96,95,38,308,61.6
2023,12024,Tejas Kumari,Haryana,Delhi,60,81,99,99,80,419,83.8
2024,12025,Samraat Rajput,Andhra Pradesh,Hyderabad,53,72,42,58,34,259,51.8
2025,12026,Rupesh Tiwari,Meghalaya,Aasam,83,60,89,43,71,346,69.2
2026,12027,Gagan Thakur,Chhattisgarh,Hyderabad,47,63,89,99,52,350,70.0
2027,12028,Rahul Sonkar,Kerala,Chennai,32,33,99,46,71,281,56.2
2028,12029,Yashi Rao,Telangana,Aasam,75,85,43,31,85,319,63.8
2029,12030,Ram Tiwari,Uttar Pradesh,Delhi,80,37,53,55,96,321,64.2
2030,12031,Soham Phatak,Karnataka,Banglore,95,37,54,93,70,349,69.8
2031,12032,Sita Pandey,Uttarakhand,Delhi,73,78,83,42,83,359,71.8
2032,12033,Abhijeet Triphati,Kerala,Chennai,49,59,83,73,64,328,65.6
2033,12034,Yogesh Devi,Manipur,Aasam,37,54,67,88,97,343,68.6
2034,12035,Khushi Pratap,Tamil Nadu,Chennai,64,64,68,51,56,303,60.6
2035,12036,Dil Triphati,Tripura,Aasam,48,83,63,73,63,330,66.0
2036,12037,Nivedita Maurrya,Tamil Nadu,Chennai,46,92,71,31,78,318,63.6
2037,12038,Krishna Tiwari,Chhattisgarh,Hyderabad,64,37,88,57,51,297,59.4
2038,12039,Deepa Kumari,Karnataka,Banglore,43,73,98,83,97,394,78.8
2039,12040,Rudra Mishra,Madhya Pradesh,Mumbai,64,70,89,100,56,379,75.8
2040,12041,Rohit Mishra,Chhattisgarh,Hyderabad,59,85,89,46,75,354,70.8
2041,12042,Bala Srivastav,Meghalaya,Aasam,76,35,87,64,48,310,62.0
2042,12043,Nitya Vishwakarma,Madhya Pradesh,Mumbai,54,42,74,36,81,287,57.4
2043,12044,Adarsh Rai,Uttarakhand,Delhi,37,87,82,36,74,316,63.2
2044,12045,Kamini Singh,Goa,Banglore,78,55,36,45,99,313,62.6
2045,12046,Divya Kumar,Himachal Pradesh,kolkata,55,93,42,42,44,276,55.2
2046,12047,Pragya Vishwakarma,Uttarakhand,Delhi,75,73,34,44,37,263,52.6
2047,12048,Ram Triphati,Sikkim,Aasam,39,90,56,54,33,272,54.4
2048,12049,Aman Rao,Jharkhand,kolkata,85,78,81,68,90,402,80.4
2049,12050,Gopal Maurrya,Tripura,Aasam,64,41,64,90,42,301,60.2
2050,12051,Anmol Mishra,Chhattisgarh,Hyderabad,99,72,38,90,67,366,73.2
2051,12052,Ram Thakur,Nagaland,Aasam,36,78,94,40,61,309,61.8
2052,12053,Nav Yadav,Punjab,Agra,90,71,75,76,33,345,69.0
2053,12054,Soham Rajput,West Bengal,kolkata,70,70,50,92,31,313,62.6
2054,12055,Khushi Yadav,Chhattisgarh,Hyderabad,41,80,41,63,67,292,58.4
2055,12056,Karan Rajput,Telangana,Aasam,66,45,96,90,83,380,76.0
2056,12057,Jas Thakur,Telangana,Aasam,71,33,42,99,52,297,59.4
2057,12058,Dal Triphati,Tripura,Aasam,96,68,94,70,43,371,74.2
2058,12059,Kush Rai,Andhra Pradesh,Hyderabad,56,60,96,83,79,374,74.8
2059,12060,Kishan Gupta,Gujarat,Agra,31,85,90,99,47,352,70.4
2060,12061,Krishna Sonkar,Goa,Banglore,88,97,35,93,56,369,73.8
2061,12062,Gouri Tiwari,Tamil Nadu,Chennai,69,73,32,58,79,311,62.2
2062,12063,Vinay Rao,Tamil Nadu,Chennai,74,75,86,84,40,359,71.8
2063,12064,Shivam Vishwakarma,Sikkim,Aasam,84,64,92,37,48,325,65.0
2064,12065,Aishwarya Pandey,Himachal Pradesh,kolkata,43,71,62,77,62,315,63.0
2065,12066,Rounak Divedi,Punjab,Agra,61,50,77,49,62,299,59.8
2066,12067,Ishan Sonkar,Gujarat,Agra,69,42,35,66,71,283,56.6
2067,12068,Raghav Singh,Bihar,kolkata,90,36,86,45,77,334,66.8
2068,12069,Raju Seth,Meghalaya,Aasam,99,83,53,84,94,413,82.6
2069,12070,Siddhesh Triphati,Nagaland,Aasam,85,53,46,97,77,358,71.6
2070,12071,Rounak Maurrya,Goa,Banglore,93,94,71,74,90,422,84.4
2071,12072,Kishan Triphati,Arunachal Pradesh,Aasam,90,54,85,82,76,387,77.4
2072,12073,Sukhan Rajput,Nagaland,Aasam,87,49,41,45,45,267,53.4
2073,12074,Deepa Mishra,Jharkhand,kolkata,72,72,97,60,89,390,78.0
2074,12075,Shyama Rai,Karnataka,Banglore,53,44,88,76,67,328,65.6
2075,12076,Nagaraju Seth,Uttarakhand,Delhi,53,63,47,37,31,231,46.2
2076,12077,Unnat Maurya,Madhya Pradesh,Mumbai,64,46,73,100,33,316,63.2
2077,12078,Gagan Maurya,Maharashtra,Mumbai,54,50,71,74,91,340,68.0
2078,12079,Rakhi Pandey,Manipur,Aasam,54,41,88,95,88,366,73.2
2079,12080,Gauri Mishra,Chhattisgarh,Hyderabad,44,100,49,99,68,360,72.0
2080,12081,Karan Gupta,Mizoram,Aasam,38,79,71,38,70,296,59.2
2081,12082,Nilam Pandey,Uttar Pradesh,Delhi,96,88,47,52,88,371,74.2
2082,12083,Rahul Thakur,Chhattisgarh,Hyderabad,42,88,69,66,42,307,61.4
2083,12084,Maan Sonkar,Kerala,Chennai,85,40,43,31,51,250,50.0
2084,12085,Suryansh Tiwari,Bihar,kolkata,55,38,49,69,38,249,49.8
2085,12086,Jyoti Yadav,Tamil Nadu,Chennai,100,42,37,35,61,275,55.0
2086,12087,Man Sonkar,Odisha,Hyderabad,61,84,31,73,31,280,56.0
2087,12088,Devu Rao,Mizoram,Aasam,73,81,34,86,89,363,72.6
2088,12089,Himanshu Kumar,Tripura,Aasam,88,80,49,99,86,402,80.4
2089,12090,Tanmay Sonkar,Mizoram,Aasam,83,67,91,85,80,406,81.2
2090,12091,Suryansh Yadav,Meghalaya,Aasam,55,96,90,88,90,419,83.8
2091,12092,Priya Seth,Gujarat,Agra,33,52,59,41,86,271,54.2
2092,12093,Dev Pandit,Tamil Nadu,Chennai,69,83,100,82,85,419,83.8
2093,12094,Anjali Phatak,Kerala,Chennai,95,75,72,59,61,362,72.4
2094,12095,Ram Thakur,Odisha,Hyderabad,56,84,60,86,83,369,73.8
2095,12096,Manish Tiwari,Himachal Pradesh,kolkata,85,34,62,33,39,253,50.6
2096,12097,Karam Singh,Goa,Banglore,63,30,65,52,46,256,51.2
2097,12098,Damini Sonkar,Odisha,Hyderabad,46,41,74,52,53,266,53.2
2098,12099,Shila Vishwakarma,Kerala,Chennai,33,74,78,31,32,248,49.6
2099,12100,Karan Devi,Arunachal Pradesh,Aasam,41,34,43,60,71,249,49.8
2100,12101,Ankit Pandit,Goa,Banglore,88,64,99,62,45,358,71.6
2101,12102,Ruhi Singh,Arunachal Pradesh,Aasam,93,96,73,32,49,343,68.6
2102,12103,Raghvendra Seth,Rajasthan,Delhi,87,68,78,54,40,327,65.4
2103,12104,Abhi Sonkar,Jharkhand,kolkata,36,94,96,85,72,383,76.6
2104,12105,Siwangi Srivastav,Tamil Nadu,Chennai,90,73,74,72,42,351,70.2
2105,12106,Rahul Maurrya,Punjab,Agra,32,57,73,53,60,275,55.0
2106,12107,Aniket Thakur,Sikkim,Aasam,53,42,82,44,84,305,61.0
2107,12108,Radha Kumar,Tripura,Aasam,35,40,94,52,80,301,60.2
2108,12109,Abhimanyu Triphati,Sikkim,Aasam,30,69,35,35,82,251,50.2
2109,12110,Rahul Pandey,Mizoram,Aasam,40,30,39,51,83,243,48.6
2110,12111,Tejas Divedi,Himachal Pradesh,kolkata,82,30,90,87,44,333,66.6
2111,12112,Joohi Mishra,Andhra Pradesh,Hyderabad,91,42,64,78,30,305,61.0
2112,12113,Mony Vishwakarma,Rajasthan,Delhi,63,63,53,55,95,329,65.8
2113,12114,Gauri Rajput,Punjab,Agra,31,63,34,50,81,259,51.8
2114,12115,Gopal Vishwakarma,Telangana,Aasam,72,90,42,48,67,319,63.8
2115,12116,Jas Divedi,Rajasthan,Delhi,58,81,56,76,85,356,71.2
2116,12117,Abhimanyu Pandit,Madhya Pradesh,Mumbai,37,67,64,88,32,288,57.6
2117,12118,Priyanshee Gupta,Chhattisgarh,Hyderabad,84,96,98,48,86,412,82.4
2118,12119,Raghvendra Triphati,Gujarat,Agra,55,83,48,90,50,326,65.2
2119,12120,Komal Phatak,Telangana,Aasam,47,35,35,58,70,245,49.0
2120,12121,Shankar Vishwakarma,Telangana,Aasam,53,89,69,68,38,317,63.4
2121,12122,Aarav Rajput,West Bengal,kolkata,38,63,36,96,65,298,59.6
2122,12123,Mahendra Rao,Uttar Pradesh,Delhi,90,40,68,45,85,328,65.6
2123,12124,Kirti Singh,Andhra Pradesh,Hyderabad,56,72,49,98,94,369,73.8
2124,12125,Gagan Pandit,Karnataka,Banglore,58,71,58,66,74,327,65.4
2125,12126,Ankit Kumari,Rajasthan,Delhi,95,82,35,36,74,322,64.4
2126,12127,Hari Singh,Himachal Pradesh,kolkata,89,46,54,81,63,333,66.6
2127,12128,Priyanshi Pandey,Sikkim,Aasam,58,43,39,60,51,251,50.2
2128,12129,Siwangi Pandey,Odisha,Hyderabad,34,99,81,88,44,346,69.2
2129,12130,Mohit Phatak,Jharkhand,kolkata,66,80,35,66,35,282,56.4
2130,12131,Mony Divedi,Karnataka,Banglore,51,93,64,43,33,284,56.8
2131,12132,Shruti Triphati,West Bengal,kolkata,92,61,44,65,41,303,60.6
2132,12133,Gopal Rajput,Chhattisgarh,Hyderabad,41,36,66,65,41,249,49.8
2133,12134,Savita Pratap,Arunachal Pradesh,Aasam,41,67,71,40,47,266,53.2
2134,12135,Puneeth Rai,Odisha,Hyderabad,38,44,37,87,91,297,59.4
2135,12136,Ankit Kumar,Haryana,Delhi,79,57,90,40,48,314,62.8
2136,12137,Kush Phatak,Kerala,Chennai,83,92,77,69,99,420,84.0
2137,12138,Bavya Yadav,Haryana,Delhi,99,61,40,66,45,311,62.2
2138,12139,Ankit Vishwakarma,Uttarakhand,Delhi,60,36,76,80,68,320,64.0
2139,12140,Sukh Triphati,Uttar Pradesh,Delhi,41,87,75,47,32,282,56.4
2140,12141,Roshan Maurya,Telangana,Aasam,80,96,78,86,39,379,75.8
2141,12142,Rounak Mishra,Uttarakhand,Delhi,84,42,97,50,51,324,64.8
2142,12143,Puspha Pandey,Telangana,Aasam,77,78,59,95,60,369,73.8
2143,12144,Dharam Rai,Mizoram,Aasam,78,50,59,95,91,373,74.6
2144,12145,Ganesh Vishwakarma,West Bengal,kolkata,88,68,34,71,31,292,58.4
2145,12146,Ganesh Pandey,Maharashtra,Mumbai,70,92,91,50,45,348,69.6
2146,12147,Raju Divedi,Mizoram,Aasam,35,31,63,41,87,257,51.4
2147,12148,Gopal Singh,Andhra Pradesh,Hyderabad,94,80,100,98,32,404,80.8
2148,12149,Gayatri Pandey,Punjab,Agra,44,93,59,98,93,387,77.4
2149,12150,Anmol Rao,Tripura,Aasam,32,80,95,82,88,377,75.4
2150,12151,Shyam Rai,Uttar Pradesh,Delhi,71,31,52,59,46,259,51.8
2151,12152,Siwangi Seth,Andhra Pradesh,Hyderabad,96,83,63,63,31,336,67.2
2152,12153,Shila Srivastav,Uttar Pradesh,Delhi,43,99,40,63,69,314,62.8
2153,12154,Kajal Singh,Meghalaya,Aasam,78,65,77,72,100,392,78.4
2154,12155,Dul Triphati,Kerala,Chennai,72,71,94,37,95,369,73.8
2155,12156,Param Rajput,Uttarakhand,Delhi,95,70,32,46,55,298,59.6
2156,12157,Sukh Rao,Telangana,Aasam,38,57,46,50,94,285,57.0
2157,12158,Devansh Thakur,Manipur,Aasam,55,93,73,94,99,414,82.8
2158,12159,Ruhi Triphati,Uttarakhand,Delhi,33,53,57,70,99,312,62.4
2159,12160,Aman Tiwari,Sikkim,Aasam,36,35,30,57,39,197,39.4
2160,12161,Bal Phatak,Arunachal Pradesh,Aasam,82,30,34,78,42,266,53.2
2161,12162,Komal Divedi,Tamil Nadu,Chennai,91,69,72,51,40,323,64.6
2162,12163,Roshni Tiwari,Punjab,Agra,61,98,65,83,98,405,81.0
2163,12164,Ayush Rao,Bihar,kolkata,32,87,79,90,55,343,68.6
2164,12165,Kamini Divedi,Jharkhand,kolkata,64,97,39,63,43,306,61.2
2165,12166,Gur Singh,Jharkhand,kolkata,50,50,83,48,49,280,56.0
2166,12167,Khushi Thakur,Arunachal Pradesh,Aasam,95,96,41,33,55,320,64.0
2167,12168,Bavya Singh,Uttarakhand,Delhi,34,63,60,95,42,294,58.8
2168,12169,Gagan Singh,Manipur,Aasam,60,50,54,84,32,280,56.0
2169,12170,Sanoj Thakur,Himachal Pradesh,kolkata,36,76,32,44,80,268,53.6
2170,12171,Ananya Divedi,Uttarakhand,Delhi,52,54,57,97,87,347,69.4
2171,12172,Radha Singh,Uttarakhand,Delhi,37,57,69,67,69,299,59.8
2172,12173,Shankar Mishra,Karnataka,Banglore,57,35,66,35,61,254,50.8
2173,12174,Udaya Rai,Tripura,Aasam,47,76,39,43,69,274,54.8
2174,12175,Divya Srivastav,Andhra Pradesh,Hyderabad,52,93,59,88,48,340,68.0
2175,12176,Sarthak Thakur,Himachal Pradesh,kolkata,41,49,79,42,77,288,57.6
2176,12177,Abhimanyu Phatak,Sikkim,Aasam,37,63,74,77,46,297,59.4
2177,12178,Param Sonkar,Bihar,kolkata,67,95,76,58,49,345,69.0
2178,12179,Sarthak Pandey,Tamil Nadu,Chennai,89,46,38,31,64,268,53.6
2179,12180,Shalani Gupta,Uttarakhand,Delhi,66,65,97,56,75,359,71.8
2180,12181,Sanket Thakur,Sikkim,Aasam,49,85,42,33,36,245,49.0
2181,12182,Hayat Gupta,Himachal Pradesh,kolkata,34,47,96,55,37,269,53.8
2182,12183,Om Tiwari,Meghalaya,Aasam,81,76,100,33,97,387,77.4
2183,12184,Bala Singh,Odisha,Hyderabad,46,49,82,52,84,313,62.6
2184,12185,Abhishek Mishra,Gujarat,Agra,68,55,37,73,39,272,54.4
2185,12186,Radha Vishwakarma,Manipur,Aasam,99,45,30,55,74,303,60.6
2186,12187,Dipendra Srivastav,Maharashtra,Mumbai,87,92,30,61,73,343,68.6
2187,12188,Kshitij Tiwari,Madhya Pradesh,Mumbai,30,34,74,75,72,285,57.0
2188,12189,Sukhan Rajput,Arunachal Pradesh,Aasam,55,54,62,50,74,295,59.0
2189,12190,Sandesh Phatak,Goa,Banglore,66,53,69,83,53,324,64.8
2190,12191,Sandesh Singh,Haryana,Delhi,50,45,60,96,92,343,68.6
2191,12192,Yashi Seth,Nagaland,Aasam,89,36,62,41,37,265,53.0
2192,12193,Ridhima Rajput,Rajasthan,Delhi,41,84,52,98,66,341,68.2
2193,12194,Dal Pandey,Manipur,Aasam,57,49,77,55,74,312,62.4
2194,12195,Vandana Mishra,Maharashtra,Mumbai,63,99,97,68,39,366,73.2
2195,12196,Puneeth Gupta,Maharashtra,Mumbai,62,100,36,62,49,309,61.8
2196,12197,Shankar Phatak,Odisha,Hyderabad,34,55,87,79,33,288,57.6
2197,12198,Ankit Divedi,Rajasthan,Delhi,64,59,39,44,100,306,61.2
2198,12199,Abhinav Maurrya,Uttarakhand,Delhi,86,61,56,40,65,308,61.6
2199,12200,Shivam Gupta,Bihar,kolkata,100,30,100,42,84,356,71.2
2200,12201,Onkar Pandit,Jharkhand,kolkata,57,34,45,54,31,221,44.2
2201,12202,Aniket Rao,Meghalaya,Aasam,37,63,39,70,37,246,49.2
2202,12203,Damini Srivastav,Gujarat,Agra,92,87,95,68,60,402,80.4
2203,12204,Nikita Tiwari,Uttar Pradesh,Delhi,51,84,48,50,38,271,54.2
2204,12205,Ankit Pandey,Himachal Pradesh,kolkata,74,92,78,53,67,364,72.8
2205,12206,Maan Rajput,Odisha,Hyderabad,42,54,82,97,32,307,61.4
2206,12207,Param Yadav,Arunachal Pradesh,Aasam,70,69,77,33,75,324,64.8
2207,12208,Pranjal Rajput,Karnataka,Banglore,35,94,96,67,53,345,69.0
2208,12209,Samraat Triphati,Goa,Banglore,60,79,68,99,43,349,69.8
2209,12210,Manish Maurrya,Punjab,Agra,33,50,45,33,66,227,45.4
2210,12211,Namita Pandit,Madhya Pradesh,Mumbai,56,42,95,60,85,338,67.6
2211,12212,Rahul Rajput,Bihar,kolkata,44,38,65,71,63,281,56.2
2212,12213,Joohi Yadav,Mizoram,Aasam,73,67,35,51,67,293,58.6
2213,12214,Himanshu Triphati,Karnataka,Banglore,89,53,70,71,55,338,67.6
2214,12215,Unnat Singh,Bihar,kolkata,87,40,88,36,95,346,69.2
2215,12216,Akshath Srivastav,Uttarakhand,Delhi,82,50,69,52,50,303,60.6
2216,12217,Shradha Pandey,Kerala,Chennai,96,100,69,93,48,406,81.2
2217,12218,Pragya Divedi,Tripura,Aasam,35,65,49,62,78,289,57.8
2218,12219,Siddhesh Kumar,Nagaland,Aasam,63,37,58,78,46,282,56.4
2219,12220,Senthil Pratap,Goa,Banglore,62,75,82,84,59,362,72.4
2220,12221,Rahul Rao,Andhra Pradesh,Hyderabad,46,93,51,79,30,299,59.8
2221,12222,Anurag Mishra,Meghalaya,Aasam,39,96,83,40,83,341,68.2
2222,12223,Kirti Tiwari,Goa,Banglore,80,68,32,59,90,329,65.8
2223,12224,Gur Rai,Chhattisgarh,Hyderabad,99,93,43,81,62,378,75.6
2224,12225,Maan Divedi,Haryana,Delhi,72,61,72,69,74,348,69.6
2225,12226,Dharmesh Phatak,Maharashtra,Mumbai,53,41,94,37,92,317,63.4
2226,12227,Savita Phatak,Sikkim,Aasam,70,88,91,50,67,366,73.2
2227,12228,Prajwal Mishra,Manipur,Aasam,94,63,39,99,54,349,69.8
2228,12229,Adarsh Triphati,Manipur,Aasam,46,64,59,41,35,245,49.0
2229,12230,Rohit Rao,Sikkim,Aasam,43,100,49,82,77,351,70.2
2230,12231,Shradha Kumari,Maharashtra,Mumbai,30,81,100,55,89,355,71.0
2231,12232,Mohit Triphati,Jharkhand,kolkata,40,93,33,71,49,286,57.2
2232,12233,Kishan Singh,Andhra Pradesh,Hyderabad,83,67,57,93,61,361,72.2
2233,12234,Aniket Phatak,Uttarakhand,Delhi,70,30,41,56,71,268,53.6
2234,12235,Chaitanya Kumar,Chhattisgarh,Hyderabad,98,46,32,88,53,317,63.4
2235,12236,Abhijeet Gupta,Gujarat,Agra,92,72,44,99,61,368,73.6
2236,12237,Pinky Triphati,Sikkim,Aasam,39,91,86,54,79,349,69.8
2237,12238,Vaibhav Srivastav,Himachal Pradesh,kolkata,34,34,60,76,36,240,48.0
2238,12239,Vandana Gupta,Kerala,Chennai,46,59,96,94,70,365,73.0
2239,12240,Krishna Srivastav,Meghalaya,Aasam,41,62,33,31,99,266,53.2
2240,12241,Komal Sonkar,Maharashtra,Mumbai,96,97,92,44,65,394,78.8
2241,12242,Abhijeet Kumar,Punjab,Agra,46,74,82,83,40,325,65.0
2242,12243,Rudra Tiwari,Mizoram,Aasam,62,90,93,34,42,321,64.2
2243,12244,Rohan Divedi,Punjab,Agra,79,62,68,69,42,320,64.0
2244,12245,Savita Rai,Goa,Banglore,98,88,32,76,78,372,74.4
2245,12246,Ambika Divedi,Meghalaya,Aasam,70,32,53,58,33,246,49.2
2246,12247,Anjali Gupta,West Bengal,kolkata,73,86,55,92,34,340,68.0
2247,12248,Harsh Phatak,Jharkhand,kolkata,38,78,44,93,73,326,65.2
2248,12249,Sanjana Sonkar,Andhra Pradesh,Hyderabad,49,39,50,43,57,238,47.6
2249,12250,Naveen Gupta,Himachal Pradesh,kolkata,65,76,38,89,97,365,73.0
2250,12251,Shankar Rao,Gujarat,Agra,34,55,55,49,63,256,51.2
2251,12252,Devansh Seth,Uttarakhand,Delhi,87,99,94,36,98,414,82.8
2252,12253,Ritik Maurrya,Mizoram,Aasam,43,54,32,99,100,328,65.6
2253,12254,Jas Sonkar,Jharkhand,kolkata,77,86,88,69,43,363,72.6
2254,12255,Murat Yadav,Uttar Pradesh,Delhi,41,38,56,81,43,259,51.8
2255,12256,Anupam Kumar,Gujarat,Agra,69,90,63,73,52,347,69.4
2256,12257,Dul Yadav,Gujarat,Agra,80,63,79,79,73,374,74.8
2257,12258,Priyanshee Mishra,Sikkim,Aasam,70,79,56,56,62,323,64.6
2258,12259,Aakash Mishra,Bihar,kolkata,89,52,35,40,76,292,58.4
2259,12260,Puspha Srivastav,Uttar Pradesh,Delhi,83,94,81,50,73,381,76.2
2260,12261,Aadesh Gupta,Meghalaya,Aasam,58,52,89,64,42,305,61.0
2261,12262,Rudra Vishwakarma,Haryana,Delhi,90,90,92,99,55,426,85.2
2262,12263,Abhishek Seth,Sikkim,Aasam,58,63,39,39,84,283,56.6
2263,12264,Himanshu Gupta,Sikkim,Aasam,35,46,49,70,54,254,50.8
2264,12265,Dharam Phatak,Rajasthan,Delhi,76,53,92,37,60,318,63.6
2265,12266,Aadesh Phatak,Madhya Pradesh,Mumbai,43,68,42,34,33,220,44.0
2266,12267,Komal Rai,Chhattisgarh,Hyderabad,41,98,81,63,59,342,68.4
2267,12268,Mohit Rajput,Chhattisgarh,Hyderabad,72,34,72,74,86,338,67.6
2268,12269,Man Yadav,Meghalaya,Aasam,41,58,70,83,84,336,67.2
2269,12270,Neha Rao,Jharkhand,kolkata,90,53,32,32,41,248,49.6
2270,12271,Bavya Mishra,Rajasthan,Delhi,59,74,30,34,79,276,55.2
2271,12272,Shyam Kumar,Jharkhand,kolkata,31,54,71,51,79,286,57.2
2272,12273,Jas Maurya,Odisha,Hyderabad,40,93,58,96,68,355,71.0
2273,12274,Dharam Phatak,Uttarakhand,Delhi,69,42,65,65,81,322,64.4
